law,data_seed,init,family,region,event,model_n,model_estimate,model_se,model_min_ess,model_min_soft_probability,model_qualified,oracle_n,oracle_estimate,oracle_se,oracle_min_ess,oracle_min_soft_probability,oracle_qualified,error,qualified,reference_seconds,supplement_truth,supplement_model_effect,supplement_error,supplement_model_qualified,model_reference_method,original_oracle_discrepancy
bimodal,101,1701,edm,central,common,4096,0.9154426635052356,0.0027204328271684,2130.4598320200807,0.4017016664911723,True,65536,0.967389037130836,0.0005233367401955,36159.78828703972,0.478012134552829,True,-0.0519463736256002,True,0.0944749999907799,0.9658331817661894,0.9154426635052356,-0.050390518260953754,True,original_independent_MC,0.001555855364646641
bimodal,101,1701,edm,central,rare,65536,0.2406788425257595,0.0377912696577044,15.911313095268248,2.7873155134433e-09,False,262144,0.1870651802507489,0.0138327924496837,69.94343851319515,6.643323032926175e-11,False,0.0536136622750106,False,2.2697429159889,0.18003941506712395,0.2406788425257595,0.06063942745863554,False,original_independent_MC,0.007025765183624938
bimodal,101,1701,edm,boundary,common,4096,0.7657960449050459,0.010779876687925,244.8881157302904,0.026189374227489,True,65536,0.6156653149975599,0.0029210998687198,5035.927422688582,0.021386900777236,True,0.150130729907486,True,0.0944512920104898,0.6101222634713734,0.7657960449050459,0.1556737814336725,True,original_independent_MC,0.005543051526186504
bimodal,101,1701,edm,boundary,rare,65536,0.1962901524350691,0.0084866919124567,617.2735266792868,2.478840951849192e-05,True,65536,0.1910820908408985,0.0038416816106025,1079.6683076316024,1.0520413133416331e-05,True,0.0052080615941705,True,2.2468731660046615,0.1800679203675819,0.1962901524350691,0.016222232067487186,True,original_independent_MC,0.011014170473316598
bimodal,101,1701,edm,extrapolated,common,65536,0.4943659782635118,0.0173305297327898,173.92213713674815,0.0004627119218292,False,262144,0.8478814803273053,0.0047204677724705,433.8741561225986,0.0001203431935659,True,-0.3535155020637934,False,2.245463667029981,0.832957088983128,0.4943659782635118,-0.33859111071961623,False,original_independent_MC,0.014924391344177224
bimodal,101,1701,edm,extrapolated,rare,4096,0.3077873405639153,0.0074076852467723,348.52680732668745,0.0118010219345095,True,65536,0.182956810796167,0.0056850243537931,4677.834096242505,0.0005799674670608,True,0.1248305297677482,True,0.096549124980811,0.18004779606350096,0.3077873405639153,0.12773954450041436,True,original_independent_MC,0.0029090147326660265
bimodal,101,2903,edm,central,common,4096,0.8591531700814631,0.0077649526617746,2297.4123158123325,0.4224484631782902,True,65536,0.967389037130836,0.0005233367401955,36159.78828703972,0.478012134552829,True,-0.1082358670493728,True,0.0949847499723546,0.9658331817661894,0.8591531700814631,-0.1066800116847263,True,original_independent_MC,0.001555855364646641
bimodal,101,2903,edm,central,rare,65536,0.1109592164542804,0.0076056690493823,4.475325340674105,3.881558447594592e-09,False,262144,0.1870651802507489,0.0138327924496837,69.94343851319515,6.643323032926175e-11,False,-0.0761059637964684,False,2.248627207998652,0.18003941506712395,0.1109592164542804,-0.06908019861284355,False,original_independent_MC,0.007025765183624938
bimodal,101,2903,edm,boundary,common,4096,0.6592685587598767,0.0072216280910263,371.57621714663173,0.0459439213086331,True,65536,0.6156653149975599,0.0029210998687198,5035.927422688582,0.021386900777236,True,0.0436032437623167,True,0.0944659170345403,0.6101222634713734,0.6592685587598767,0.04914629528850323,True,original_independent_MC,0.005543051526186504
bimodal,101,2903,edm,boundary,rare,65536,0.1510921740520885,0.0009184368895697,432.200245437446,1.540128009208241e-05,True,65536,0.1910820908408985,0.0038416816106025,1079.6683076316024,1.0520413133416331e-05,True,-0.03998991678881,True,2.2529789580148645,0.1800679203675819,0.1510921740520885,-0.028975746315493406,True,original_independent_MC,0.011014170473316598
bimodal,101,2903,edm,extrapolated,common,65536,0.3664498667737251,0.0095494048030021,291.26347466916286,0.0009573469648673,True,262144,0.8478814803273053,0.0047204677724705,433.8741561225986,0.0001203431935659,True,-0.4814316135535801,True,2.3108711669920012,0.832957088983128,0.3664498667737251,-0.46650722220940294,True,original_independent_MC,0.014924391344177224
bimodal,101,2903,edm,extrapolated,rare,4096,0.1546830437128979,0.0095756782364802,273.1192087395125,0.0038741057132372,True,65536,0.182956810796167,0.0056850243537931,4677.834096242505,0.0005799674670608,True,-0.0282737670832691,True,0.0945283750188537,0.18004779606350096,0.1546830437128979,-0.025364752350603065,True,original_independent_MC,0.0029090147326660265
bimodal,101,1701,flow,central,common,4096,0.816746066402751,0.007206318287711,2414.265285824603,0.4517950478354691,True,65536,0.967389037130836,0.0005233367401955,36159.78828703972,0.478012134552829,True,-0.1506429707280848,True,0.0889459580066613,0.9658331817661894,0.816746066402751,-0.14908711536343833,True,original_independent_MC,0.001555855364646641
bimodal,101,1701,flow,central,rare,65536,0.0494103159287157,0.1833436293526936,1.8705555518353152,7.55638133687626e-09,False,262144,0.1870651802507489,0.0138327924496837,69.94343851319515,6.643323032926175e-11,False,-0.1376548643220331,False,2.1657830419717357,0.18003941506712395,0.0494103159287157,-0.13062909913840826,False,original_independent_MC,0.007025765183624938
bimodal,101,1701,flow,boundary,common,16384,0.8710774572010114,0.0135723681010309,548.9831981991267,0.0166707351270801,True,65536,0.6156653149975599,0.0029210998687198,5035.927422688582,0.021386900777236,True,0.2554121422034514,True,0.4359229169785976,0.6101222634713734,0.8710774572010114,0.26095519372963794,True,original_independent_MC,0.005543051526186504
bimodal,101,1701,flow,boundary,rare,65536,0.1495140571635528,0.009031982270749,251.71580567752184,6.471344647375395e-05,True,65536,0.1910820908408985,0.0038416816106025,1079.6683076316024,1.0520413133416331e-05,True,-0.0415680336773457,True,2.1610022500390187,0.1800679203675819,0.1495140571635528,-0.030553863204029114,True,original_independent_MC,0.011014170473316598
bimodal,101,1701,flow,extrapolated,common,65536,0.5098812621232759,0.0154741477822168,145.59095494897883,0.0008685248280525,False,262144,0.8478814803273053,0.0047204677724705,433.8741561225986,0.0001203431935659,True,-0.3380002182040293,False,2.1829312079935335,0.832957088983128,0.5098812621232759,-0.32307582685985214,False,original_independent_MC,0.014924391344177224
bimodal,101,1701,flow,extrapolated,rare,4096,0.2587301340807615,0.0008234327972552,734.6710804099554,0.0838194971493703,True,65536,0.182956810796167,0.0056850243537931,4677.834096242505,0.0005799674670608,True,0.0757733232845944,True,0.0890151250059716,0.18004779606350096,0.2587301340807615,0.07868233801726054,True,original_independent_MC,0.0029090147326660265
bimodal,101,2903,flow,central,common,4096,0.862657783960957,0.0059942095280715,2126.3666364264286,0.3900906387006327,True,65536,0.967389037130836,0.0005233367401955,36159.78828703972,0.478012134552829,True,-0.1047312531698788,True,0.0898713750066235,0.9658331817661894,0.862657783960957,-0.10317539780523233,True,original_independent_MC,0.001555855364646641
bimodal,101,2903,flow,central,rare,65536,0.2795213220312158,0.0511144301289896,1.5357178354034633,9.029665836711733e-09,False,262144,0.1870651802507489,0.0138327924496837,69.94343851319515,6.643323032926175e-11,False,0.0924561417804668,False,2.172816624981351,0.18003941506712395,0.2795213220312158,0.09948190696409187,False,original_independent_MC,0.007025765183624938
bimodal,101,2903,flow,boundary,common,16384,0.7916036404102026,0.0110967778536783,779.3443894682168,0.025587970508301,True,65536,0.6156653149975599,0.0029210998687198,5035.927422688582,0.021386900777236,True,0.1759383254126426,True,0.4333206249866634,0.6101222634713734,0.7916036404102026,0.18148137693882915,True,original_independent_MC,0.005543051526186504
bimodal,101,2903,flow,boundary,rare,65536,0.1645850679497792,0.0032461184534241,457.1644056555488,7.611998315057181e-05,True,65536,0.1910820908408985,0.0038416816106025,1079.6683076316024,1.0520413133416331e-05,True,-0.0264970228911193,True,2.1934177920338698,0.1800679203675819,0.1645850679497792,-0.0154828524178027,True,original_independent_MC,0.011014170473316598
bimodal,101,2903,flow,extrapolated,common,65536,0.5668457149680438,0.0066137451466044,253.97524971682697,0.0018314732113878,True,262144,0.8478814803273053,0.0047204677724705,433.8741561225986,0.0001203431935659,True,-0.2810357653592614,True,2.1865354579640552,0.832957088983128,0.5668457149680438,-0.2661113740150842,True,original_independent_MC,0.014924391344177224
bimodal,101,2903,flow,extrapolated,rare,4096,0.2351252906549145,0.0036791338176236,740.09121879475,0.0719404148964412,True,65536,0.182956810796167,0.0056850243537931,4677.834096242505,0.0005799674670608,True,0.0521684798587474,True,0.0894846249721013,0.18004779606350096,0.2351252906549145,0.055077494591413534,True,original_independent_MC,0.0029090147326660265
bimodal,101,1701,gaussian_diag,central,common,4096,0.0073804245839787,0.0019888151830919,2432.957185817399,0.4319689835723321,True,65536,0.967389037130836,0.0005233367401955,36159.78828703972,0.478012134552829,True,-0.9600086125468572,True,0.001012124994304,0.9658331817661894,0.0,-0.9658331817661894,True,analytic_or_scalar_quadrature,0.001555855364646641
