law,data_seed,init,family,region,event,model_n,model_estimate,model_se,model_min_ess,model_min_soft_probability,model_qualified,oracle_n,oracle_estimate,oracle_se,oracle_min_ess,oracle_min_soft_probability,oracle_qualified,error,qualified,reference_seconds
linear_gaussian,303,1701,transformer_mdn4,central,common,4096,0.1725954598017272,0.0042075260058992,2372.6138776707953,0.4071041189372212,True,65536,0.2236371468983229,0.0006175463280615,41905.604656057694,0.4605952955222849,True,-0.0510416870965957,True,0.0778047090279869
linear_gaussian,303,1701,transformer_mdn4,central,rare,65536,0.0661488178088789,0.0170141791519753,2.6779513382546445,3.1536319779597714e-08,False,262144,0.1393357284047853,0.0316030007631994,7.18266776051706,1.931181801035546e-08,False,-0.0731869105959064,False,1.640852166980039
linear_gaussian,303,1701,transformer_mdn4,boundary,common,16384,0.2897948504324228,0.0084468370637948,705.2981551134675,0.0176999834447796,True,65536,0.2183840714896495,0.0007704568471667,2117.4321323489226,0.0071676715696768,True,0.0714107789427733,True,0.3873384590260684
linear_gaussian,303,1701,transformer_mdn4,boundary,rare,65536,0.0794714197723447,0.0057477801634497,406.994108335863,0.0011957801996585,True,65536,0.2273854271889663,0.007056154186058,399.0641611966538,0.0008071386806183,True,-0.1479140074166215,True,1.6122924169758337
linear_gaussian,303,1701,transformer_mdn4,extrapolated,common,16384,0.3073384229193649,0.0060426204530467,783.2189098290901,0.0291480256886274,True,262144,0.1596341877927939,0.026113669762756,1.060997331795129,1.024570774462967e-11,False,0.147704235126571,False,0.4001002499717287
linear_gaussian,303,1701,transformer_mdn4,extrapolated,rare,4096,-0.0079309699519638,0.0086460167392832,580.5998284590601,0.0912437000781181,True,65536,0.2235270773757854,0.0002478848521189,16582.36608976545,0.1256451057617865,True,-0.2314580473277492,True,0.0751945410156622
heavy_tailed,303,2903,transformer_mdn4,central,common,4096,0.1244907005314042,0.001300785796822,2620.5158838948314,0.3591149891508574,True,65536,0.1724955401312317,0.0006349285345694,48770.56820472039,0.4672951045756344,True,-0.0480048395998274,True,0.069735708006192
heavy_tailed,303,2903,transformer_mdn4,central,rare,65536,-0.1031147583625867,0.0743945646055807,1.8449901371667223,2.567276801341468e-06,False,262144,0.9411020827290444,0.168682687274633,20.905421285539,4.024789563703717e-05,False,-1.0442168410916313,False,1.5301323330495509
heavy_tailed,303,2903,transformer_mdn4,boundary,common,65536,0.6290018920328944,0.0038254802923901,727.0033589130918,0.0065272532543644,True,65536,0.5925136193721088,0.0102656782191684,389.7185103912029,0.0023753368305209,True,0.0364882726607855,True,1.5673371669836342
heavy_tailed,303,2903,transformer_mdn4,boundary,rare,65536,0.1585189149894741,0.0296062056718758,43.06141903706869,0.0001479875236151,False,262144,0.7024450911674411,0.0134436016576186,466.49851044760896,0.0008559898286169,True,-0.543926176177967,False,1.5128430420299992
heavy_tailed,303,2903,transformer_mdn4,extrapolated,common,65536,0.395550226738793,0.0080296223600091,663.669751183501,0.0063570910599073,True,262144,0.7839935377634119,0.0109625082829666,173.54575315943768,0.0003659164638227,False,-0.3884433110246189,False,1.5265720000024885
heavy_tailed,303,2903,transformer_mdn4,extrapolated,rare,4096,0.0530765867219164,0.0057675289258883,218.18679747383777,0.0162847671679658,True,65536,0.3993585061033158,0.0087930816336918,1863.320169281156,0.0090318198951289,True,-0.3462819193813993,True,0.0724913330050185
heavy_tailed,303,1701,mdn4,central,common,4096,0.1496743943470518,0.0002179496938013,3046.0118549158956,0.4374338130231593,True,65536,0.1724955401312317,0.0006349285345694,48770.56820472039,0.4672951045756344,True,-0.0228211457841799,True,0.0074878750019706
heavy_tailed,303,1701,mdn4,central,rare,65536,0.0410541840429422,0.0026119626313633,59.2720949907533,1.71418082421095e-12,False,262144,0.9411020827290444,0.168682687274633,20.905421285539,4.024789563703717e-05,False,-0.9000478986861022,False,0.1617715000174939
heavy_tailed,303,1701,mdn4,boundary,common,65536,0.2633093357686008,0.0032324027615489,1151.9467092975897,0.0008636116225588,True,65536,0.5925136193721088,0.0102656782191684,389.7185103912029,0.0023753368305209,True,-0.3292042836035079,True,0.1624490829999558
heavy_tailed,303,1701,mdn4,boundary,rare,65536,0.3527429524686689,0.0292330258577964,70.58581492163681,0.0001619679685034,False,262144,0.7024450911674411,0.0134436016576186,466.49851044760896,0.0008559898286169,True,-0.3497021386987722,False,0.1578773750225082
heavy_tailed,303,1701,mdn4,extrapolated,common,16384,0.1291873249172329,0.0085017860665205,304.19571091191085,0.0009190502814506,True,262144,0.7839935377634119,0.0109625082829666,173.54575315943768,0.0003659164638227,False,-0.6548062128461789,False,0.0346006670151837
heavy_tailed,303,1701,mdn4,extrapolated,rare,65536,0.2246766426251377,0.0052314408568355,2795.537906342596,0.023530263684739,True,65536,0.3993585061033158,0.0087930816336918,1863.320169281156,0.0090318198951289,True,-0.174681863478178,True,0.1565797079820186
linear_gaussian,101,2903,gaussian_diag,central,common,4096,0.0039823767829809,0.0032904077412462,2650.221441672124,0.4703281566494081,True,65536,0.2217908743655348,0.0008030915971684,42096.42455029185,0.4667335874928566,True,-0.2178084975825538,True,0.0011711249826475
linear_gaussian,101,2903,gaussian_diag,central,rare,65536,-0.0129219171410559,0.0083761003386968,2.330577038017847,4.555590858022084e-09,False,262144,0.1432918132003408,0.0083622714737455,8.65476304100165,1.3778591708866702e-08,False,-0.1562137303413968,False,0.0132221249514259
linear_gaussian,101,2903,gaussian_diag,boundary,common,16384,0.0184983481948443,0.0063071677827852,719.9183121970486,0.0147121043103476,True,65536,0.2234671384615309,0.0036854128405425,2120.5285403574967,0.007314525302304,True,-0.2049687902666866,True,0.0031588749843649
linear_gaussian,101,2903,gaussian_diag,boundary,rare,65536,-0.0042785971314558,0.002821242496167,452.6364592200869,0.001392549804618,True,65536,0.2184094420120755,0.008988723602773,465.0601565510621,0.0009499793526583,True,-0.2226880391435313,True,0.0140578750288113
linear_gaussian,101,2903,gaussian_diag,extrapolated,common,65536,-0.0169689912615514,0.0044647615430359,529.1809980651178,0.0029829247592371,True,262144,0.1045019312857731,0.0160788488312367,1.7044354587982598,7.990730903443797e-12,False,-0.1214709225473246,False,0.0142674579983577
linear_gaussian,101,2903,gaussian_diag,extrapolated,rare,4096,-0.0026006116685494,0.0034519263683613,789.3057485980211,0.1192924074844441,True,65536,0.2241253493711661,0.0009937002580632,14642.301805279563,0.108487734681739,True,-0.2267259610397156,True,0.0010019579785875
linear_gaussian,303,2903,edm,central,common,4096,0.2412270918442295,0.0031820767640818,2444.4685489354056,0.4082877064803367,True,65536,0.2236371468983229,0.0006175463280615,41905.604656057694,0.4605952955222849,True,0.0175899449459066,True,0.0956469170050695
linear_gaussian,303,2903,edm,central,rare,65536,0.0909152633600822,0.1916071472280803,1.1408904346888715,3.3969725151394494e-08,False,262144,0.1393357284047853,0.0316030007631994,7.18266776051706,1.931181801035546e-08,False,-0.0484204650447031,False,2.248571500007529
linear_gaussian,303,2903,edm,boundary,common,16384,0.2516733351636922,0.0075570044010528,816.8917799590752,0.0171341647984073,True,65536,0.2183840714896495,0.0007704568471667,2117.4321323489226,0.0071676715696768,True,0.0332892636740426,True,0.4624796660500578
linear_gaussian,303,2903,edm,boundary,rare,65536,0.195838311607898,0.0017520425796898,237.318244875075,0.0002777730034708,True,65536,0.2273854271889663,0.007056154186058,399.0641611966538,0.0008071386806183,True,-0.0315471155810682,True,2.2489407919929363
linear_gaussian,303,2903,edm,extrapolated,common,65536,0.1642371263232432,0.0296790898134522,77.38589749835802,0.0003071415057109,False,262144,0.1596341877927939,0.026113669762756,1.060997331795129,1.024570774462967e-11,False,0.0046029385304493,False,2.2488048339728266
linear_gaussian,303,2903,edm,extrapolated,rare,4096,0.1609696105991497,0.013522202891723,840.0890192583174,0.1087791838942258,True,65536,0.2235270773757854,0.0002478848521189,16582.36608976545,0.1256451057617865,True,-0.0625574667766357,True,0.0942356669693254
heavy_tailed,101,2903,edm,central,common,4096,0.2236094946106265,0.0020147065915272,2911.1712279703115,0.4721301430704959,True,65536,0.1729211520011721,0.000824234148004,48916.04709654791,0.4733007248387303,True,0.0506883426094544,True,0.0949497079709544
heavy_tailed,101,2903,edm,central,rare,65536,0.0112829754696695,0.1135116679933623,3.5786187956797706,6.27405676798187e-09,False,262144,0.6023979378463186,0.0719065665857053,24.534778305904062,5.999691203726328e-05,False,-0.591114962376649,False,2.2300188340013847
heavy_tailed,101,2903,edm,boundary,common,16384,0.227203732606853,0.0111140131052683,254.4052607883836,0.0038107154411443,True,262144,0.5670902477849743,0.0146149322841153,1632.6070596056693,0.0025019996621179,True,-0.3398865151781213,True,0.4631720830220729
heavy_tailed,101,2903,edm,boundary,rare,65536,0.2137574709970943,0.0053990324871907,98.23106364132546,0.000159745131037,False,262144,0.7402574733340567,0.016037127194862,491.041740202146,0.0009396095116752,True,-0.5265000023369624,False,2.26088770799106
heavy_tailed,101,2903,edm,extrapolated,common,65536,0.1106575448707489,0.0389415640090301,17.45507792573514,4.833943054467091e-05,False,262144,0.6980307026863016,0.040180164624132,200.93334300594648,0.000403843882291,False,-0.5873731578155527,False,2.2602455420419574
heavy_tailed,101,2903,edm,extrapolated,rare,4096,0.146561050685069,0.0013232506480224,1051.0369652830914,0.1126156012964908,True,65536,0.4099476637523707,0.007714971086545,1817.326756246877,0.0093369382006208,True,-0.2633866130673016,True,0.0940557089634239
bimodal,202,2903,gaussian_diag,central,common,4096,-0.0039971041922134,0.0165813702500315,1992.297210743714,0.3449294719033111,True,65536,0.9631051597718822,0.0008809264081833,35096.97717245913,0.4665363538162112,True,-0.9671022639640956,True,0.0012484999606385
bimodal,202,2903,gaussian_diag,central,rare,65536,-0.0869251159201078,0.1153545909027205,8.41035820328312,3.4815788246306524e-07,False,262144,0.1657531305702216,0.0112927173108691,157.8298947979489,4.4586073923178257e-11,False,-0.2526782464903294,False,0.0131019999971613
bimodal,202,2903,gaussian_diag,boundary,common,16384,-0.0046804184416532,0.0114163145355678,540.213343367483,0.0064911316230584,True,65536,0.6375869085006381,0.0024046692224182,5294.558533282218,0.0251116370912854,True,-0.6422673269422914,True,0.0034908750094473
bimodal,202,2903,gaussian_diag,boundary,rare,65536,-0.0034670590285249,0.0189578863915097,289.57663296216623,0.0003699814654893,True,65536,0.187884402573374,0.0067596780149706,930.3849855505192,8.588854207757498e-06,True,-0.191351461601899,True,0.0119177920278161
bimodal,202,2903,gaussian_diag,extrapolated,common,65536,0.0051211199212681,0.0034554494943881,218.57184590212935,6.68269685817496e-06,True,262144,0.8570774287106019,0.0069932212875518,468.959601291498,0.0001469483253201,True,-0.8519563087893338,True,0.0119868750334717
bimodal,202,2903,gaussian_diag,extrapolated,rare,16384,-0.003502151141492,0.0027946462844101,829.4494961268026,0.0005711936405279,True,65536,0.1867907581988269,0.0046939786309352,4618.338265948603,0.0005620540799295,True,-0.190292909340319,True,0.0034736249945126
bimodal,101,0,ridge,central,common,4096,0.6133153852859557,0.0024504586960556,2523.2686528808836,0.4486123771330925,True,65536,0.967389037130836,0.0005233367401955,36159.78828703972,0.478012134552829,True,-0.3540736518448801,True,0.0007141670212149
bimodal,101,0,ridge,central,rare,65536,0.3347091534285113,0.0380492970676045,8.86511666055968,7.178273609653548e-08,False,262144,0.1870651802507489,0.0138327924496837,69.94343851319515,6.643323032926175e-11,False,0.1476439731777623,False,0.00940083299065
bimodal,101,0,ridge,boundary,common,16384,0.6141534479582546,0.0181908218482308,576.4058947103713,0.0097220801480893,True,65536,0.6156653149975599,0.0029210998687198,5035.927422688582,0.021386900777236,True,-0.0015118670393053,True,0.0025272920029237
bimodal,101,0,ridge,boundary,rare,65536,0.6083750828739196,0.0088291229356693,625.9265056926479,0.0020071894414168,True,65536,0.1910820908408985,0.0038416816106025,1079.6683076316024,1.0520413133416331e-05,True,0.417292992033021,True,0.0090420829947106
bimodal,101,0,ridge,extrapolated,common,65536,0.2570955761219433,0.0353727691878196,1.059133964919989,2.4108243536406987e-11,False,262144,0.8478814803273053,0.0047204677724705,433.8741561225986,0.0001203431935659,True,-0.5907859042053619,False,0.009266958979424
bimodal,101,0,ridge,extrapolated,rare,4096,0.6216576134244528,0.0066484141109422,819.677419682956,0.1041260572041905,True,65536,0.182956810796167,0.0056850243537931,4677.834096242505,0.0005799674670608,True,0.4387008026282857,True,0.0007908329716883
nonlinear_heteroskedastic,101,0,ridge,central,common,4096,0.2131823585504612,0.0059181295723349,2855.924857041218,0.4826410512421479,True,65536,0.216883468570483,0.0013349106563512,46431.47089507975,0.4799740557318728,True,-0.0037011100200218,True,0.0006875419639982
nonlinear_heteroskedastic,101,0,ridge,central,rare,65536,0.1038940967340238,0.0282082553022527,4.717276874927793,2.8829957595405435e-11,False,262144,0.1699088764245481,0.0220437896336268,7.09500236958309,1.6747706311097618e-11,False,-0.0660147796905243,False,0.0089017080026678
nonlinear_heteroskedastic,101,0,ridge,boundary,common,16384,0.1896172870594946,0.0081907433267966,343.911251412405,0.0006305410516815,True,65536,0.2287027569918273,0.0027152441831535,1573.3208824169135,0.003826389512585,True,-0.0390854699323326,True,0.0023602920118719
nonlinear_heteroskedastic,101,0,ridge,boundary,rare,65536,0.2248696228708314,0.006577152532556,474.5632740441521,0.0002658119319077,True,65536,0.2335895977714131,0.0026631371788611,480.8267350033693,0.0006610055391592,True,-0.0087199749005816,True,0.0091354580363258
nonlinear_heteroskedastic,101,0,ridge,extrapolated,common,65536,0.0281935011183523,0.0181713973054532,3.567057373902357,3.6522414902957312e-19,False,262144,0.2206562414585695,0.0051254398142924,536.3490759673737,0.0001525555275563,True,-0.1924627403402171,False,0.0094353329623118
nonlinear_heteroskedastic,101,0,ridge,extrapolated,rare,4096,0.2119497914174864,0.0054578125982137,326.86114881502147,0.0121691183491388,True,65536,0.2253148824858327,0.0032905442215313,5453.332291034163,0.0276234425093366,True,-0.0133650910683463,True,0.0006482499884441
heavy_tailed,303,2903,flow,central,common,4096,0.1745853907428603,0.0017477243441196,3078.847990988859,0.4601861500828741,True,65536,0.1724955401312317,0.0006349285345694,48770.56820472039,0.4672951045756344,True,0.0020898506116286,True,0.0892426670179702
heavy_tailed,303,2903,flow,central,rare,65536,0.1022289589001459,0.0387039945121362,3.1261933648869533,7.975587564536148e-12,False,262144,0.9411020827290444,0.168682687274633,20.905421285539,4.024789563703717e-05,False,-0.8388731238288984,False,2.166315582988318
heavy_tailed,303,2903,flow,boundary,common,65536,0.3910512065835194,0.0097767900622701,339.1669748955726,0.0009314440646674,True,65536,0.5925136193721088,0.0102656782191684,389.7185103912029,0.0023753368305209,True,-0.2014624127885894,True,2.16342833294766
heavy_tailed,303,2903,flow,boundary,rare,65536,0.1866888788440138,0.0016635888684022,491.3836075031654,0.0001036891465628,True,262144,0.7024450911674411,0.0134436016576186,466.49851044760896,0.0008559898286169,True,-0.5157562123234273,True,2.210482458001934
heavy_tailed,303,2903,flow,extrapolated,common,65536,0.0938144778025347,0.0221049109234201,22.82827633870197,0.0001154416210693,False,262144,0.7839935377634119,0.0109625082829666,173.54575315943768,0.0003659164638227,False,-0.6901790599608771,False,2.156366540992167
heavy_tailed,303,2903,flow,extrapolated,rare,4096,0.2002725034605031,0.0019427847619394,1462.3727121216648,0.2193211629548405,True,65536,0.3993585061033158,0.0087930816336918,1863.320169281156,0.0090318198951289,True,-0.1990860026428126,True,0.089074834017083
heavy_tailed,101,2903,student_rank2,central,common,4096,0.2161485754286558,0.0024313941842189,2904.063699795086,0.4464835396512057,True,65536,0.1729211520011721,0.000824234148004,48916.04709654791,0.4733007248387303,True,0.0432274234274837,True,0.0014865410048514
heavy_tailed,101,2903,student_rank2,central,rare,65536,0.3238401443190307,0.1208359449423378,1.322001378474411,1.8124634673325865e-07,False,262144,0.6023979378463186,0.0719065665857053,24.534778305904062,5.999691203726328e-05,False,-0.2785577935272879,False,0.019526083022356
heavy_tailed,101,2903,student_rank2,boundary,common,65536,0.3577208692788245,0.0135884798409877,446.57115018834935,0.0018702796638536,True,262144,0.5670902477849743,0.0146149322841153,1632.6070596056693,0.0025019996621179,True,-0.2093693785061497,True,0.0198675830033607
heavy_tailed,101,2903,student_rank2,boundary,rare,65536,0.5464097375799178,0.0116797727323163,75.945440346112,0.0004034353986829,False,262144,0.7402574733340567,0.016037127194862,491.041740202146,0.0009396095116752,True,-0.1938477357541388,False,0.0197106249979697
heavy_tailed,101,2903,student_rank2,extrapolated,common,16384,0.3109548694180961,0.004874789112392,302.24345776920734,0.0087725968653508,True,262144,0.6980307026863016,0.040180164624132,200.93334300594648,0.000403843882291,False,-0.3870758332682055,False,0.005168457981199
heavy_tailed,101,2903,student_rank2,extrapolated,rare,16384,0.3087297889201422,0.0129622966159241,496.4114586820862,0.0147914822989699,True,65536,0.4099476637523707,0.007714971086545,1817.326756246877,0.0093369382006208,True,-0.1012178748322285,True,0.0051250000251457
linear_gaussian,303,1701,flow,central,common,4096,0.2326038558397981,0.0004648916364459,2474.845880069105,0.4066076175197273,True,65536,0.2236371468983229,0.0006175463280615,41905.604656057694,0.4605952955222849,True,0.0089667089414751,True,0.092474500008393
linear_gaussian,303,1701,flow,central,rare,65536,0.2882359523057884,0.1347949720459621,1.2644012092070265,1.0524488858564298e-06,False,262144,0.1393357284047853,0.0316030007631994,7.18266776051706,1.931181801035546e-08,False,0.1489002239010031,False,2.2355887920130044
linear_gaussian,303,1701,flow,boundary,common,16384,0.353495415540644,0.0061423958867211,391.7843893698318,0.0093889941106283,True,65536,0.2183840714896495,0.0007704568471667,2117.4321323489226,0.0071676715696768,True,0.1351113440509944,True,0.4918327080085873
linear_gaussian,303,1701,flow,boundary,rare,65536,0.2812084102779053,0.0138672484794611,310.64753416706225,0.000873685381756,True,65536,0.2273854271889663,0.007056154186058,399.0641611966538,0.0008071386806183,True,0.0538229830889389,True,2.2280514999874867
linear_gaussian,303,1701,flow,extrapolated,common,65536,0.3522868708421682,0.0097975095494985,90.05853286873463,0.0005419287795082,False,262144,0.1596341877927939,0.026113669762756,1.060997331795129,1.024570774462967e-11,False,0.1926526830493743,False,2.2325476660043932
linear_gaussian,303,1701,flow,extrapolated,rare,4096,0.1246699605568607,0.0030592899237661,1214.3970819972988,0.177468371939158,True,65536,0.2235270773757854,0.0002478848521189,16582.36608976545,0.1256451057617865,True,-0.0988571168189246,True,0.0914333750260993
nonlinear_heteroskedastic,303,1701,transformer_mdn4,central,common,4096,0.1226465081645094,0.0013748620206748,2541.7841248397553,0.3882223169149859,True,65536,0.215458305557659,0.0005281866580978,46753.67381258627,0.4815978578880384,True,-0.0928117973931496,True,0.0702099589980207
nonlinear_heteroskedastic,303,1701,transformer_mdn4,central,rare,65536,0.0554181766915953,0.0212651910842393,2.3600216284910744,3.021047483470627e-08,False,262144,0.215058108255458,0.0633922845650497,4.333413916794927,1.1374323806091069e-11,False,-0.1596399315638626,False,1.566690124978777
nonlinear_heteroskedastic,303,1701,transformer_mdn4,boundary,common,16384,0.4048830203574291,0.0198481518128439,384.0610313789441,0.010738998343627,True,65536,0.2239895251971766,0.0018871873759668,1664.4991267693042,0.0037718618228214,True,0.1808934951602525,True,0.3676746250130236
nonlinear_heteroskedastic,303,1701,transformer_mdn4,boundary,rare,65536,0.1457465765609379,0.0129323939535176,544.252881292173,0.0010658571390988,True,65536,0.2169827075662422,0.0049056828967887,424.3608662890171,0.0004957628456356,True,-0.0712361310053043,True,1.538227166980505
nonlinear_heteroskedastic,303,1701,transformer_mdn4,extrapolated,common,4096,0.3031673145133076,0.0064921628766091,242.1894808475707,0.0342635493209652,True,262144,0.2228292970820143,0.0021791956599198,432.0049452314116,0.0001700124459631,True,0.0803380174312932,True,0.0692571660038083
nonlinear_heteroskedastic,303,1701,transformer_mdn4,extrapolated,rare,4096,0.1002027500112008,0.0100950967602413,382.38228686490464,0.0538394775871963,True,65536,0.2229077639125111,0.0010213922908899,4848.081473934897,0.0237405854314015,True,-0.1227050139013102,True,0.0692465829779394
heavy_tailed,303,1701,gaussian_rank2,central,common,4096,0.1984233199320924,0.0016620079576338,3065.258039270811,0.4718953192813791,True,65536,0.1724955401312317,0.0006349285345694,48770.56820472039,0.4672951045756344,True,0.0259277798008606,True,0.0012769169989041
